train_loss,val_loss,val_mae,val_r2
0.051278408439386455,0.033871012181043623,0.15670507,0.44970881938934326
0.030016180039161726,0.016394954174757004,0.103534594,0.7334471940994263
0.02168387449568226,0.011301637813448905,0.082343824,0.8152586221694946
0.019282357013296513,0.009390066005289554,0.073484056,0.8466210961341858
0.015702520319748493,0.008348453976213931,0.06921538,0.8634452223777771
0.014190647263257276,0.007934377528727055,0.06693972,0.8694894313812256
0.014387158366541067,0.0074926411733031275,0.06682198,0.8772836327552795
0.013306741336626666,0.00733767133206129,0.06608106,0.8789731860160828
0.013228123564095725,0.007261387631297111,0.065540396,0.8803918957710266
0.012468460725531691,0.007257867883890867,0.06582003,0.8813636898994446
0.012793227941507385,0.007263591047376394,0.06609935,0.8813621997833252
0.011378175978149687,0.007071855943650007,0.065477535,0.8843568563461304
0.011855432320208777,0.006900776829570532,0.064551875,0.8864108324050903
0.011977436176190773,0.006886404193937779,0.064958885,0.8868220448493958
0.011551463399969396,0.00686106039211154,0.064215966,0.8880431056022644
0.011162586776273591,0.0067949042655527595,0.06375373,0.8892157673835754
0.010390360351829301,0.006938948947936297,0.0667003,0.885746419429779
0.01098170539452916,0.0066489544697105885,0.0639522,0.8907513618469238
0.010213482858879226,0.006464900076389312,0.062832125,0.8939183354377747
0.01002045399287627,0.006286937650293112,0.060483016,0.8970361351966858
0.009768536469588677,0.006529745552688837,0.06302938,0.892898678779602
0.009494447991961525,0.006308663357049227,0.0614783,0.8968900442123413
0.009939778374419325,0.0062051468528807165,0.060928967,0.8986709713935852
0.010447871449979999,0.006218706164509058,0.061790783,0.898269534111023
0.009865758940577507,0.006187083479017019,0.06134312,0.8986936807632446
0.00906952858592073,0.0059612059034407135,0.059840158,0.9026700854301453
0.00948928939622073,0.006087742652744055,0.06171974,0.9004685282707214
0.009892535506792012,0.0060336412861943245,0.060939286,0.901199221611023
0.009607856605379354,0.006087629962712527,0.061876934,0.9005981087684631
0.010263153041402498,0.006004443764686585,0.060243748,0.9019843339920044
0.009516616795389425,0.006050093099474907,0.059793662,0.9011720418930054
0.009997446200854722,0.006159286107867956,0.062563695,0.8992004990577698
